Date,sap_daily
11/12/2023,0.18673896
12/12/2023,0.02309809
13/12/2023,0.053252951
14/12/2023,0.117420051
15/12/2023,0.079278017
16/12/2023,3.975874681
17/12/2023,0.713998463
18/12/2023,0.163832959
19/12/2023,0.131403746
20/12/2023,0.121095024
21/12/2023,0.374746679
22/12/2023,0.759650007
23/12/2023,0.248893849
24/12/2023,0.406827344
25/12/2023,0.686980848
26/12/2023,0.47803138
27/12/2023,0.57991813
28/12/2023,0.628837326
29/12/2023,0.756979801
30/12/2023,0.591656437
31/12/2023,0.556672854
