Date,SFD_daily_mean_M1,SFD_daily_mean_M2
30/05/2022,0.289656345,0.351758996
31/05/2022,1.181893576,1.422928987
01/06/2022,0.684038216,0.830293306
02/06/2022,0.828965642,1.010221179
03/06/2022,0.610114364,0.745189183
04/06/2022,1.148092609,1.395673206
05/06/2022,0.884749978,1.084564025
06/06/2022,0.899624904,1.099874621
07/06/2022,0.159166325,0.195629292
08/06/2022,0.975553336,1.197173691
09/06/2022,0.35211281,0.421396302
10/06/2022,0.868421658,1.074391901
11/06/2022,1.261247046,1.530252455
12/06/2022,1.249432703,1.52685041
13/06/2022,0.338997325,0.414750588
14/06/2022,1.322574418,1.62484101
15/06/2022,1.184282666,1.453156088
16/06/2022,0.768987348,0.957561611
17/06/2022,1.21851521,1.496004741
18/06/2022,1.402828092,1.738454017
19/06/2022,1.332634458,1.645557613
20/06/2022,1.022637191,1.262829937
21/06/2022,0.967139755,1.192701351
22/06/2022,0.127749577,0.15776316
23/06/2022,1.215813101,1.487178723
24/06/2022,0.487582012,0.591063112
25/06/2022,1.372732574,1.630970796
26/06/2022,1.47850478,1.769335391
27/06/2022,1.378299255,1.639135718
28/06/2022,0.101112295,0.120505354
29/06/2022,1.02048059,1.217320277
30/06/2022,1.44184629,1.701444564
01/07/2022,0.109502456,0.135387563
02/07/2022,1.493025188,1.77271901
03/07/2022,1.596405431,1.907933686
04/07/2022,0.401567679,0.48054231
05/07/2022,0.752701785,0.914271064
06/07/2022,1.465653654,1.772393803
07/07/2022,1.019173108,1.250834709
08/07/2022,1.252668992,1.526677695
09/07/2022,1.381648808,1.6807687
10/07/2022,0.960836463,1.181835985
