date[YYYYDDD],date,product,band,min,max,sum,range,mean,variance,standard_deviation,tot_pixels,pixels_pass_qa,per_cent_pixels_pass_qa
A2017181,2017-06-30,MCD15A3H,Fpar_500m,0.3400,0.8600,5.0300,0.5200,0.5589,0.0221,0.1485,25,9,36.00
A2017185,2017-07-04,MCD15A3H,Fpar_500m,0.2300,0.8400,9.9000,0.6100,0.4950,0.0332,0.1823,25,20,80.00
A2017189,2017-07-08,MCD15A3H,Fpar_500m,0.3400,0.9000,7.6800,0.5600,0.5908,0.0249,0.1579,25,13,52.00
A2017193,2017-07-12,MCD15A3H,Fpar_500m,0.3800,0.7700,8.8600,0.3900,0.5537,0.0186,0.1365,25,16,64.00
A2017197,2017-07-16,MCD15A3H,Fpar_500m,0.3700,0.9300,7.7300,0.5600,0.7027,0.0435,0.2086,25,11,44.00
A2017201,2017-07-20,MCD15A3H,Fpar_500m,0.1900,0.8700,8.8700,0.6800,0.4928,0.0384,0.1961,25,18,72.00
A2017205,2017-07-24,MCD15A3H,Fpar_500m,0.1300,0.1300,0.1300,0.0000,0.1300,0.0000,0.0000,25,1,4.00
A2017209,2017-07-28,MCD15A3H,Fpar_500m,0.2200,0.9500,15.6400,0.7300,0.8232,0.0267,0.1635,25,19,76.00
A2017213,2017-08-01,MCD15A3H,Fpar_500m,0.3300,0.8700,8.7200,0.5400,0.6229,0.0139,0.1179,25,14,56.00
A2017217,2017-08-05,MCD15A3H,Fpar_500m,0.3800,0.9600,19.0700,0.5800,0.8668,0.0143,0.1195,25,22,88.00
A2017221,2017-08-09,MCD15A3H,Fpar_500m,0.2500,0.3700,2.0200,0.1200,0.3367,0.0018,0.0427,25,6,24.00
A2017225,2017-08-13,MCD15A3H,Fpar_500m,0.4700,0.9600,14.4700,0.4900,0.7235,0.0140,0.1183,25,20,80.00
A2017229,2017-08-17,MCD15A3H,Fpar_500m,0.3300,0.7900,9.5400,0.4600,0.4770,0.0193,0.1389,25,20,80.00
A2017233,2017-08-21,MCD15A3H,Fpar_500m,0.4500,0.6500,10.6500,0.2000,0.5605,0.0018,0.0429,25,19,76.00
A2017237,2017-08-25,MCD15A3H,Fpar_500m,0.4800,0.9200,16.6800,0.4400,0.6672,0.0237,0.1538,25,25,100.00
A2017241,2017-08-29,MCD15A3H,Fpar_500m,0.4900,0.9600,18.7700,0.4700,0.7508,0.0194,0.1392,25,25,100.00
A2017245,2017-09-02,MCD15A3H,Fpar_500m,0.1800,0.9600,12.1100,0.7800,0.6374,0.0846,0.2908,25,19,76.00
A2017249,2017-09-06,MCD15A3H,Fpar_500m,0.2700,0.3500,0.6200,0.0800,0.3100,0.0016,0.0400,25,2,8.00
