date[YYYYDDD],date,product,band,min,max,sum,range,mean,variance,standard_deviation,tot_pixels,pixels_pass_qa,per_cent_pixels_pass_qa
A2013245,2013-09-02,MCD15A3H,Fpar_500m,0.6100,0.9500,10.5800,0.3400,0.8817,0.0078,0.0886,25,12,48.00
A2013249,2013-09-06,MCD15A3H,Fpar_500m,0.5600,0.8900,17.4600,0.3300,0.7275,0.0081,0.0901,25,24,96.00
A2013253,2013-09-10,MCD15A3H,Fpar_500m,0.4000,0.9300,9.1400,0.5300,0.7031,0.0151,0.1230,25,13,52.00
A2013257,2013-09-14,MCD15A3H,Fpar_500m,0.2900,0.9600,8.7800,0.6700,0.7982,0.0408,0.2021,25,11,44.00
A2013261,2013-09-18,MCD15A3H,Fpar_500m,0.5400,0.7000,5.6300,0.1600,0.6256,0.0022,0.0465,25,9,36.00
A2013265,2013-09-22,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2013269,2013-09-26,MCD15A3H,Fpar_500m,0.8200,0.9700,22.8900,0.1500,0.9156,0.0021,0.0459,25,25,100.00
A2013273,2013-09-30,MCD15A3H,Fpar_500m,0.7600,0.9500,22.1300,0.1900,0.8852,0.0015,0.0389,25,25,100.00
A2013277,2013-10-04,MCD15A3H,Fpar_500m,0.4700,0.7200,14.9500,0.2500,0.6229,0.0035,0.0595,25,24,96.00
A2013281,2013-10-08,MCD15A3H,Fpar_500m,0.3600,0.8300,7.3600,0.4700,0.5257,0.0232,0.1522,25,14,56.00
A2013285,2013-10-12,MCD15A3H,Fpar_500m,0.2300,0.5500,3.5100,0.3200,0.3900,0.0160,0.1266,25,9,36.00
A2013289,2013-10-16,MCD15A3H,Fpar_500m,0.8600,0.9400,8.9800,0.0800,0.8980,0.0008,0.0275,25,10,40.00
A2013293,2013-10-20,MCD15A3H,Fpar_500m,0.6400,0.8500,19.7200,0.2100,0.7888,0.0017,0.0410,25,25,100.00
A2013297,2013-10-24,MCD15A3H,Fpar_500m,0.6600,0.8800,20.5900,0.2200,0.8236,0.0014,0.0375,25,25,100.00
A2013301,2013-10-28,MCD15A3H,Fpar_500m,0.7500,0.8500,19.5400,0.1000,0.7816,0.0005,0.0222,25,25,100.00
A2013305,2013-11-01,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2013309,2013-11-05,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2013313,2013-11-09,MCD15A3H,Fpar_500m,0.3500,0.8900,16.0800,0.5400,0.6700,0.0173,0.1315,25,24,96.00
A2013317,2013-11-13,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2013321,2013-11-17,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2013325,2013-11-21,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2013329,2013-11-25,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2013333,2013-11-29,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2013337,2013-12-03,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2013341,2013-12-07,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2013345,2013-12-11,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2013349,2013-12-15,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2013353,2013-12-19,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2013357,2013-12-23,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2013361,2013-12-27,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2013365,2013-12-31,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2014001,2014-01-01,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
